UserName,CatalogName,AccessLocation,ReadLoc,WriteLoc,kgid,insUN,insDT,insApp,updUN,updDT,updApp
ATAKAN,LINDON23,*,,,399,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN001,,,400,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN002,,,401,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN003,,,402,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN004,,,403,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN005,,,404,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN010,,,405,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN011,,,406,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN012,,,407,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN013,,,408,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN014,,,409,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN015,,,410,dbo,2024-10-16 08:07:20.580000,Paramet,,,
ATAKAN,LINDON23,LN999,,,411,dbo,2024-10-16 08:07:20.580000,Paramet,,,
Atik,LINDON,,,,297,,,,,,
Atik,LINDON,*,,,7,,,,,,
Atik,LINDON,LN001,,,65,,,,,,
Atik,LINDON23,,,,412,dbo,2024-10-16 08:07:25.007000,Paramet,,,
Atik,LINDON23,*,,,413,dbo,2024-10-16 08:07:25.007000,Paramet,,,
Atik,LINDON23,LN001,,,414,dbo,2024-10-16 08:07:25.007000,Paramet,,,
Ayse,LINDON,,,,298,,,,,,
Ayse,LINDON,*,,,8,,,,,,
Ayse,LINDON23,,,,427,dbo,2024-10-16 08:11:57.880000,Paramet,,,
Ayse,LINDON23,*,,,428,dbo,2024-10-16 08:11:57.880000,Paramet,,,
Ayse,LINDON23,LN001,,,429,dbo,2024-10-16 08:11:59.510000,Paramet,,,
baris,LINDON,,,,299,,,,,,
baris,LINDON,*,,,9,,,,,,
baris,LINDON,LN001,,,66,,,,,,
baris,LINDON23,,,,430,dbo,2024-10-16 08:12:02.997000,Paramet,,,
baris,LINDON23,*,,,431,dbo,2024-10-16 08:12:02.997000,Paramet,,,
baris,LINDON23,LN001,,,432,dbo,2024-10-16 08:12:02.997000,Paramet,,,
Batın,LINDON,,,,300,,,,,,
Batın,LINDON,*,,,10,,,,,,
Batın,LINDON,LN001,,,67,,,,,,
Batın,LINDON23,,,,433,dbo,2024-10-16 08:12:06.390000,Paramet,,,
Batın,LINDON23,*,,,434,dbo,2024-10-16 08:12:06.390000,Paramet,,,
Batın,LINDON23,LN001,,,435,dbo,2024-10-16 08:12:06.390000,Paramet,,,
cengizhan,LINDON,,,,301,,,,,,
cengizhan,LINDON,*,,,11,,,,,,
cengizhan,LINDON,LN001,,,68,,,,,,
cengizhan,LINDON23,,,,436,dbo,2024-10-16 08:12:10.817000,Paramet,,,
cengizhan,LINDON23,*,,,437,dbo,2024-10-16 08:12:10.817000,Paramet,,,
cengizhan,LINDON23,LN001,,,438,dbo,2024-10-16 08:12:10.817000,Paramet,,,
coklu2,LINDON,,,,302,,,,,,
coklu2,LINDON,*,,,12,,,,,,
coklu2,LINDON23,,,,439,dbo,2024-10-16 08:12:14.380000,Paramet,,,
coklu2,LINDON23,*,,,440,dbo,2024-10-16 08:12:14.380000,Paramet,,,
coklu2,LINDON23,LN001,,,441,dbo,2024-10-16 08:12:15.887000,Paramet,,,
CokluPaketleme,LINDON,,,,303,,,,,,
CokluPaketleme,LINDON,*,,,13,,,,,,
CokluPaketleme,LINDON,LN001,,,69,,,,,,
CokluPaketleme,LINDON23,,,,442,dbo,2024-10-16 08:12:21.207000,Paramet,,,
CokluPaketleme,LINDON23,*,,,443,dbo,2024-10-16 08:12:21.207000,Paramet,,,
CokluPaketleme,LINDON23,LN001,,,444,dbo,2024-10-16 08:12:21.207000,Paramet,,,
dbo,LINDON,,,,304,,,,,,
dbo,LINDON,*,,,14,,,,,,
dbo,LINDON,LN001,,,70,,,,,,
dbo,LINDON,LN002,,,105,,,,,,
dbo,LINDON,LN003,,,125,,,,,,
dbo,LINDON,LN004,,,143,,,,,,
dbo,LINDON,LN005,,,160,,,,,,
dbo,LINDON,LN010,,,175,,,,,,
dbo,LINDON,LN011,,,195,,,,,,
dbo,LINDON,LN012,,,213,,,,,,
dbo,LINDON,LN013,,,229,,,,,,
dbo,LINDON,LN014,,,244,,,,,,
dbo,LINDON,LN015,,,259,,,,,,
dbo,LINDON,LN999,,,275,,,,,,
Derya,LINDON,,,,305,,,,,,
Derya,LINDON,*,,,15,,,,,,
Derya,LINDON23,,,,418,dbo,2024-10-16 08:09:30.160000,Paramet,,,
Derya,LINDON23,*,,,419,dbo,2024-10-16 08:09:30.160000,Paramet,,,
Derya,LINDON23,LN001,,,420,dbo,2024-10-16 08:09:33.487000,Paramet,,,
derya3,LINDON,,,,306,,,,,,
derya3,LINDON,*,,,16,,,,,,
derya3,LINDON23,,,,421,dbo,2024-10-16 08:09:36.740000,Paramet,,,
derya3,LINDON23,*,,,422,dbo,2024-10-16 08:09:36.740000,Paramet,,,
derya3,LINDON23,LN001,,,423,dbo,2024-10-16 08:09:39,Paramet,,,
DeryaYD,LINDON,,,,307,,,,,,
DeryaYD,LINDON,*,,,17,,,,,,
DeryaYD,LINDON23,,,,424,dbo,2024-10-16 08:09:42.440000,Paramet,,,
DeryaYD,LINDON23,*,,,425,dbo,2024-10-16 08:09:42.440000,Paramet,,,
DeryaYD,LINDON23,LN001,,,426,dbo,2024-10-16 08:09:44.830000,Paramet,,,
Efe,LINDON,,,,308,,,,,,
Efe,LINDON,*,,,18,,,,,,
Efe,LINDON23,,,,445,dbo,2024-10-16 08:12:34.973000,Paramet,,,
Efe,LINDON23,*,,,446,dbo,2024-10-16 08:12:34.973000,Paramet,,,
Efe,LINDON23,LN001,,,447,dbo,2024-10-16 08:12:36.100000,Paramet,,,
Emel,LINDON,,,,309,,,,,,
Emel,LINDON,*,,,19,,,,,,
Emel,LINDON,LN001,,,71,,,,,,
Emel,LINDON23,,,,448,dbo,2024-10-16 08:12:41.117000,Paramet,,,
Emel,LINDON23,*,,,449,dbo,2024-10-16 08:12:41.117000,Paramet,,,
Emel,LINDON23,LN001,,,450,dbo,2024-10-16 08:12:41.117000,Paramet,,,
EmelYD,LINDON,,,,310,,,,,,
EmelYD,LINDON,*,,,20,,,,,,
EmelYD,LINDON23,,,,451,dbo,2024-10-16 08:12:44.133000,Paramet,,,
EmelYD,LINDON23,*,,,452,dbo,2024-10-16 08:12:44.133000,Paramet,,,
EmelYD,LINDON23,LN001,,,453,dbo,2024-10-16 08:12:44.133000,Paramet,,,
Ender,LINDON,,,,311,,,,,,
Ender,LINDON,*,,,21,,,,,,
Ender,LINDON,LN001,,,72,,,,,,
Ender,LINDON23,,,,454,dbo,2024-10-16 08:12:53.090000,Paramet,,,
Ender,LINDON23,*,,,455,dbo,2024-10-16 08:12:53.090000,Paramet,,,
Ender,LINDON23,LN001,,,456,dbo,2024-10-16 08:12:53.090000,Paramet,,,
enes,LINDON,,,,312,,,,,,
enes,LINDON,*,,,22,,,,,,
enes,LINDON,LN001,,,73,,,,,,
Eylem,LINDON,,,,313,,,,,,
Eylem,LINDON,*,,,23,,,,,,
Eylem,LINDON,LN001,,,74,,,,,,
Eylem,LINDON,LN002,,,106,,,,,,
Eylem,LINDON,LN003,,,126,,,,,,
Eylem,LINDON,LN004,,,144,,,,,,
Eylem,LINDON,LN005,,,161,,,,,,
Eylem,LINDON,LN010,,,176,,,,,,
Eylem,LINDON,LN011,,,196,,,,,,
Eylem,LINDON,LN012,,,214,,,,,,
Eylem,LINDON,LN013,,,230,,,,,,
Eylem,LINDON,LN014,,,245,,,,,,
Eylem,LINDON,LN015,,,260,,,,,,
Eylem,LINDON,LN999,,,276,,,,,,
FAB,LINDON,,,,314,,,,,,
FAB,LINDON,*,,,24,,,,,,
FAB,LINDON,LN001,,,75,,,,,,
FAB,LINDON,LN002,,,107,,,,,,
FAB,LINDON,LN003,,,127,,,,,,
FAB,LINDON,LN004,,,145,,,,,,
FAB,LINDON,LN010,,,177,,,,,,
FAB,LINDON,LN011,,,197,,,,,,
FAB,LINDON,LN012,,,215,,,,,,
FAB,LINDON,LN013,,,231,,,,,,
FAB,LINDON,LN014,,,246,,,,,,
FAB,LINDON,LN015,,,261,,,,,,
FAB,LINDON,LN999,,,277,,,,,,
Ferhat,LINDON,,,,315,,,,,,
fırat,LINDON,,,,316,,,,,,
fırat,LINDON,*,,,25,,,,,,
fırat,LINDON,LN001,,,76,,,,,,
firat,LINDON,,,,317,,,,,,
firat,LINDON,*,,,26,,,,,,
Furkan,LINDON,,,,318,,,,,,
Furkan,LINDON,*,,,27,,,,,,
Furkan,LINDON,LN001,,,77,,,,,,
Furkan,LINDON,LN002,,,108,,,,,,
Furkan,LINDON,LN003,,,128,,,,,,
Furkan,LINDON,LN004,,,146,,,,,,
Furkan,LINDON,LN005,,,162,,,,,,
Furkan,LINDON,LN010,,,178,,,,,,
Furkan,LINDON,LN011,,,198,,,,,,
Furkan,LINDON,LN012,,,216,,,,,,
Furkan,LINDON,LN013,,,232,,,,,,
Furkan,LINDON,LN014,,,247,,,,,,
Furkan,LINDON,LN015,,,262,,,,,,
Furkan,LINDON,LN999,,,278,,,,,,
Furkan,LINDON23,,,,457,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,*,,,458,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN001,,,459,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN002,,,460,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN003,,,461,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN004,,,462,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN005,,,463,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN010,,,464,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN011,,,465,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN012,,,466,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN013,,,467,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN014,,,468,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN015,,,469,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan,LINDON23,LN999,,,470,dbo,2024-10-16 08:12:59.340000,Paramet,,,
Furkan1,LINDON,,,,319,,,,,,
Furkan1,LINDON,*,,,28,,,,,,
Furkan1,LINDON,LN001,,,78,,,,,,
Furkan1,LINDON,LN002,,,109,,,,,,
Furkan1,LINDON,LN003,,,129,,,,,,
Furkan1,LINDON,LN004,,,147,,,,,,
Furkan1,LINDON,LN005,,,163,,,,,,
Furkan1,LINDON,LN010,,,179,,,,,,
Furkan1,LINDON,LN011,,,199,,,,,,
Furkan1,LINDON,LN012,,,217,,,,,,
Furkan1,LINDON,LN013,,,233,,,,,,
Furkan1,LINDON,LN014,,,248,,,,,,
Furkan1,LINDON,LN015,,,263,,,,,,
Furkan1,LINDON,LN999,,,279,,,,,,
gul,LINDON,,,,320,,,,,,
gul,LINDON,*,,,29,,,,,,
gul,LINDON,LN001,,,79,,,,,,
gul,LINDON,LN002,,,110,,,,,,
gul,LINDON,LN010,,,180,,,,,,
gul,LINDON,LN011,,,200,,,,,,
gul,LINDON,LN999,,,280,,,,,,
gul02,LINDON,,,,321,,,,,,
gul02,LINDON,*,,,30,,,,,,
gul02,LINDON,LN001,,,80,,,,,,
gul02,LINDON,LN002,,,111,,,,,,
gul02,LINDON,LN010,,,181,,,,,,
gul02,LINDON,LN011,,,201,,,,,,
gul02,LINDON,LN999,,,281,,,,,,
kadir,LINDON,,,,322,,,,,,
kadir,LINDON,*,,,31,,,,,,
Korgun_Admin,LINDON,,,,323,,,,,,
KorgunDestek,LINDON,,,,324,,,,,,
KorgunDestek,LINDON,*,,,32,,,,,,
KorgunDestek,LINDON,LN001,,,81,,,,,,
KorgunDestek,LINDON,LN002,,,112,,,,,,
KorgunDestek,LINDON,LN003,,,130,,,,,,
KorgunDestek,LINDON,LN004,,,148,,,,,,
KorgunDestek,LINDON,LN005,,,164,,,,,,
KorgunDestek,LINDON,LN010,,,182,,,,,,
KorgunDestek,LINDON,LN011,,,202,,,,,,
KorgunDestek,LINDON,LN012,,,218,,,,,,
KorgunDestek,LINDON,LN013,,,234,,,,,,
KorgunDestek,LINDON,LN014,,,249,,,,,,
KorgunDestek,LINDON,LN015,,,264,,,,,,
KorgunDestek,LINDON,LN999,,,282,,,,,,
KorgunDestek,LINDON23,,,,375,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,*,,,376,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN001,,,377,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN002,,,378,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN003,,,379,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN004,,,380,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN005,,,381,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN010,,,382,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN011,,,383,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN012,,,384,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN013,,,385,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN014,,,386,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN015,,,387,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KorgunDestek,LINDON23,LN999,,,388,dbo,2024-10-16 08:06:37.357000,Paramet,,,
KRG,LINDON,,,,325,,,,,,
KRG,LINDON,*,,,33,,,,,,
KRG,LINDON,LN001,,,82,,,,,,
KRG,LINDON,LN002,,,113,,,,,,
KRG,LINDON,LN003,,,131,,,,,,
KRG,LINDON,LN004,,,149,,,,,,
KRG,LINDON,LN010,,,183,,,,,,
KRG,LINDON,LN011,,,203,,,,,,
KRG,LINDON,LN012,,,219,,,,,,
KRG,LINDON,LN999,,,283,,,,,,
Lale,LINDON,,,,326,,,,,,
Lale,LINDON,*,,,34,,,,,,
Lale,LINDON,LN001,,,83,,,,,,
Lima,LINDON,,,,327,,,,,,
Lima,LINDON,*,,,35,,,,,,
Lima,LINDON,LN001,,,84,,,,,,
Lima,LINDON,LN002,,,114,,,,,,
Lima,LINDON,LN003,,,132,,,,,,
Lima,LINDON,LN010,,,184,,,,,,
Lindon,LINDON,,,,328,,,,,,
Lindon,LINDON,*,,,36,,,,,,
Lindon,LINDON,LN001,,,85,,,,,,
Lindon,LINDON,LN002,,,115,,,,,,
Lindon,LINDON,LN003,,,133,,,,,,
Lindon,LINDON,LN004,,,150,,,,,,
Lindon,LINDON,LN014,,,250,,,,,,
Lindon,LINDON,LN015,,,265,,,,,,
Lindon,LINDON23,,,,485,dbo,2024-10-16 08:13:30.480000,Paramet,,,
Lindon,LINDON23,*,,,486,dbo,2024-10-16 08:13:30.480000,Paramet,,,
Lindon,LINDON23,LN001,,,492,dbo,2024-10-16 08:13:30.480000,Paramet,,,
Lindon,LINDON23,LN002,,,487,dbo,2024-10-16 08:13:30.480000,Paramet,,,
Lindon,LINDON23,LN003,,,488,dbo,2024-10-16 08:13:30.480000,Paramet,,,
Lindon,LINDON23,LN004,,,489,dbo,2024-10-16 08:13:30.480000,Paramet,,,
Lindon,LINDON23,LN014,,,490,dbo,2024-10-16 08:13:30.480000,Paramet,,,
Lindon,LINDON23,LN015,,,491,dbo,2024-10-16 08:13:30.480000,Paramet,,,
Masaustu1,LINDON,,,,329,,,,,,
Masaustu1,LINDON,*,,,37,,,,,,
mehmetcan,LINDON,,,,330,,,,,,
mehmetcan,LINDON,*,,,38,,,,,,
Melih,LINDON,,,,331,,,,,,
Melih,LINDON,*,,,39,,,,,,
Melih,LINDON,LN001,,,86,,,,,,
MUAZ,LINDON,,,,332,,,,,,
MUAZ,LINDON,*,,,40,,,,,,
MUAZ,LINDON,LN001,,,87,,,,,,
MUAZ,LINDON,LN002,,,116,,,,,,
MUAZ,LINDON,LN003,,,134,,,,,,
MUAZ,LINDON,LN004,,,151,,,,,,
MUAZ,LINDON,LN005,,,165,,,,,,
MUAZ,LINDON,LN010,,,185,,,,,,
MUAZ,LINDON,LN011,,,204,,,,,,
MUAZ,LINDON,LN012,,,220,,,,,,
MUAZ,LINDON,LN013,,,235,,,,,,
MUAZ,LINDON,LN014,,,251,,,,,,
MUAZ,LINDON,LN015,,,266,,,,,,
MUAZ,LINDON,LN999,,,284,,,,,,
MUAZ,LINDON23,,,,471,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,*,,,472,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN001,,,473,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN002,,,474,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN003,,,475,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN004,,,476,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN005,,,477,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN010,,,478,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN011,,,479,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN012,,,480,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN013,,,481,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN014,,,482,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN015,,,483,dbo,2024-10-16 08:13:12.743000,Paramet,,,
MUAZ,LINDON23,LN999,,,484,dbo,2024-10-16 08:13:12.743000,Paramet,,,
Muhammed,LINDON,,,,333,,,,,,
Muhammed,LINDON,*,,,41,,,,,,
Muhammed,LINDON,LN001,,,88,,,,,,
muhammed2,LINDON,,,,334,,,,,,
muhammed2,LINDON,*,,,42,,,,,,
MuhammedKontrol,LINDON,,,,335,,,,,,
Mürüvvet,LINDON,,,,336,,,,,,
Mürüvvet,LINDON,*,,,43,,,,,,
Mürüvvet,LINDON,LN001,,,89,,,,,,
Mürüvvet,LINDON,LN002,,,117,,,,,,
Mürüvvet,LINDON,LN003,,,135,,,,,,
Mürüvvet,LINDON,LN004,,,152,,,,,,
Mürüvvet,LINDON,LN005,,,166,,,,,,
Mürüvvet,LINDON,LN010,,,186,,,,,,
Mürüvvet,LINDON,LN011,,,205,,,,,,
Mürüvvet,LINDON,LN012,,,221,,,,,,
Mürüvvet,LINDON,LN013,,,236,,,,,,
Mürüvvet,LINDON,LN014,,,252,,,,,,
Mürüvvet,LINDON,LN015,,,267,,,,,,
Mürüvvet,LINDON,LN999,,,285,,,,,,
Nurcan,LINDON,,,,337,,,,,,
Nurcan,LINDON,*,,,44,,,,,,
Nurcan,LINDON,LN001,,,90,,,,,,
Nurcan,LINDON,LN002,,,118,,,,,,
Nurcan,LINDON,LN003,,,136,,,,,,
Nurcan,LINDON,LN004,,,153,,,,,,
Nurcan,LINDON,LN005,,,167,,,,,,
Nurcan,LINDON,LN010,,,187,,,,,,
Nurcan,LINDON,LN011,,,206,,,,,,
Nurcan,LINDON,LN012,,,222,,,,,,
Nurcan,LINDON,LN013,,,237,,,,,,
Nurcan,LINDON,LN014,,,253,,,,,,
Nurcan,LINDON,LN015,,,268,,,,,,
Nurcan,LINDON,LN999,,,286,,,,,,
Nurcan,LINDON23,*,,,521,dbo,2025-02-05 16:13:23.777000,Paramet,,,
OtoEfatura,LINDON,,,,338,,,,,,
OtoEfatura,LINDON,*,,,45,,,,,,
OtoEfatura,LINDON,LN001,,,91,,,,,,
Ozge,LINDON,,,,339,,,,,,
Ozge,LINDON,*,,,46,,,,,,
Ozgur,LINDON,,,,340,,,,,,
Ozgur,LINDON,*,,,47,,,,,,
Ozgur,LINDON,LN001,,,92,,,,,,
Rumeysa,LINDON,,,,341,,,,,,
Rumeysa,LINDON,*,,,48,,,,,,
Rumeysa,LINDON,LN001,,,93,,,,,,
Rumeysa,LINDON,LN002,,,119,,,,,,
Rumeysa,LINDON,LN003,,,137,,,,,,
Rumeysa,LINDON,LN004,,,154,,,,,,
Rumeysa,LINDON,LN005,,,168,,,,,,
Rumeysa,LINDON,LN010,,,188,,,,,,
Rumeysa,LINDON,LN011,,,207,,,,,,
Rumeysa,LINDON,LN012,,,223,,,,,,
Rumeysa,LINDON,LN013,,,238,,,,,,
Rumeysa,LINDON,LN014,,,254,,,,,,
Rumeysa,LINDON,LN015,,,269,,,,,,
Rumeysa,LINDON,LN999,,,287,,,,,,
sa,LINDON,,,,342,,,,,,
salih,LINDON,,,,343,,,,,,
salih,LINDON,*,,,49,,,,,,
salih,LINDON,LN001,,,94,,,,,,
Sedat,LINDON,,,,344,,,,,,
Sedat,LINDON,*,,,50,,,,,,
Sedat,LINDON,LN001,,,95,,,,,,
sedatkontrol,LINDON,,,,345,,,,,,
sedatkontrol,LINDON,*,,,51,,,,,,
sedattoplama,LINDON,,,,346,,,,,,
sedattoplama,LINDON,*,,,52,,,,,,
selim,LINDON,,,,370,dbo,2024-10-09 00:18:02.743000,Update,,,
selim,LINDON,*,,,356,,,,,,
selim,LINDON,LN001,,,357,,,,,,
selim,LINDON,LN002,,,358,,,,,,
selim,LINDON,LN003,,,359,,,,,,
selim,LINDON,LN004,,,360,,,,,,
selim,LINDON,LN005,,,361,,,,,,
selim,LINDON,LN010,,,362,,,,,,
selim,LINDON,LN011,,,363,,,,,,
selim,LINDON,LN012,,,364,,,,,,
selim,LINDON,LN013,,,365,,,,,,
selim,LINDON,LN014,,,366,,,,,,
selim,LINDON,LN015,,,367,,,,,,
selim,LINDON,LN999,,,368,,,,,,
Serkan,LINDON,,,,347,,,,,,
Serkan,LINDON,*,,,53,,,,,,
Serkan,LINDON,LN001,,,96,,,,,,
Sibel,LINDON,,,,371,dbo,2024-10-09 00:18:02.743000,Update,,,
Sibel,LINDON,*,,,369,,,,,,
Tedarikci,LINDON,,,,348,,,,,,
Tedarikci,LINDON,*,,,54,,,,,,
Tedarikci,LINDON,LN001,,,97,,,,,,
Tedarikci,LINDON,LN002,,,120,,,,,,
Tedarikci,LINDON,LN003,,,138,,,,,,
Tedarikci,LINDON,LN004,,,155,,,,,,
Tedarikci,LINDON,LN005,,,169,,,,,,
Tedarikci,LINDON,LN010,,,189,,,,,,
Tedarikci,LINDON,LN011,,,208,,,,,,
Tedarikci,LINDON,LN012,,,224,,,,,,
Tedarikci,LINDON,LN013,,,239,,,,,,
Tedarikci,LINDON,LN999,,,288,,,,,,
TekliPaketleme,LINDON,,,,349,,,,,,
TekliPaketleme,LINDON,*,,,55,,,,,,
TekliPaketleme,LINDON,LN001,,,98,,,,,,
WMSApp,LINDON,,,,350,,,,,,
WMSApp,LINDON,*,,,56,,,,,,
WMSApp,LINDON,LN001,,,99,,,,,,
Yaren,LINDON,,,,351,,,,,,
Yasar,LINDON,,,,352,,,,,,
Yasar,LINDON,*,,,57,,,,,,
Yasar,LINDON,LN001,,,100,,,,,,
Yasar,LINDON,LN002,,,121,,,,,,
Yasar,LINDON,LN003,,,139,,,,,,
Yasar,LINDON,LN004,,,156,,,,,,
Yasar,LINDON,LN005,,,170,,,,,,
Yasar,LINDON,LN010,,,190,,,,,,
Yasar,LINDON,LN011,,,209,,,,,,
Yasar,LINDON,LN012,,,225,,,,,,
Yasar,LINDON,LN013,,,240,,,,,,
Yasar,LINDON,LN014,,,255,,,,,,
Yasar,LINDON,LN015,,,270,,,,,,
Yasar,LINDON,LN999,,,289,,,,,,
Yasartoplama,LINDON,,,,353,,,,,,
Yasartoplama,LINDON,*,,,58,,,,,,
Yasartoplama,LINDON23,,,,415,dbo,2024-10-16 08:08:58.840000,Paramet,,,
Yasartoplama,LINDON23,*,,,416,dbo,2024-10-16 08:08:58.840000,Paramet,,,
Yasartoplama,LINDON23,LN001,,,417,dbo,2024-10-16 08:09:00.997000,Paramet,,,
Zeki,LINDON,,,,354,,,,,,
